Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
29,CCI-001397,DISA FSO,The organization defines security attributes for which the information system supports and maintains the bindings for information in process.,,,9/22/09,NIST,AC-16.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
29,CCI-001397,DISA FSO,The organization defines security attributes for which the information system supports and maintains the bindings for information in process.,,,9/22/09,,,,,,draft,policy,5/14/14,5/14/14
30,CCI-001398,DISA FSO,The organization defines security attributes for which the information system supports and maintains the bindings for information in transmission.,,,9/22/09,NIST,AC-16,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
30,CCI-001398,DISA FSO,The organization defines security attributes for which the information system supports and maintains the bindings for information in transmission.,,,9/22/09,NIST,AC-16.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
30,CCI-001398,DISA FSO,The organization defines security attributes for which the information system supports and maintains the bindings for information in transmission.,,,9/22/09,,,,,,draft,policy,5/14/14,5/14/14
31,CCI-001399,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in storage.,,,9/22/09,NIST,AC-16,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
31,CCI-001399,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in storage.,,,9/22/09,NIST,AC-16.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
31,CCI-001399,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in storage.,,,9/22/09,,,,,,draft,technical,5/14/14,5/14/14
32,CCI-001400,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in process.,,,9/22/09,NIST,AC-16,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
32,CCI-001400,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in process.,,,9/22/09,NIST,AC-16.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
32,CCI-001400,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in process.,,,9/22/09,,,,,,draft,technical,5/14/14,5/14/14
33,CCI-001401,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in transmission.,,,9/22/09,NIST,AC-16,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
33,CCI-001401,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in transmission.,,,9/22/09,NIST,AC-16.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
33,CCI-001401,DISA FSO,The information system supports and maintains the binding of organization-defined security attributes to information in transmission.,,,9/22/09,,,,,,draft,technical,5/14/14,5/14/14
34,CCI-001561,DISA FSO,The organization defines managed access control points for remote access to the information system.,,,5/11/10,NIST,AC-17 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
34,CCI-001561,DISA FSO,The organization defines managed access control points for remote access to the information system.,,,5/11/10,NIST,AC-17 (3).1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
34,CCI-001561,DISA FSO,The organization defines managed access control points for remote access to the information system.,,,5/11/10,NIST,AC-17 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
34,CCI-001561,DISA FSO,The organization defines managed access control points for remote access to the information system.,,,5/11/10,,,,,,draft,policy,5/14/14,5/14/14
35,CCI-001562,DISA FSO,The organization defines the appropriate action(s) to be taken if an unauthorized remote connection is discovered.,,,5/11/10,NIST,AC-17 (5),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
35,CCI-001562,DISA FSO,The organization defines the appropriate action(s) to be taken if an unauthorized remote connection is discovered.,,,5/11/10,NIST,AC-17 (5).1 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
35,CCI-001562,DISA FSO,The organization defines the appropriate action(s) to be taken if an unauthorized remote connection is discovered.,,,5/11/10,,,,,,draft,policy,5/14/14,5/14/14
36,CCI-000063,DISA FSO,The organization defines allowed methods of remote access to the information system.,,,9/14/09,NIST,AC-17 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
36,CCI-000063,DISA FSO,The organization defines allowed methods of remote access to the information system.,,,9/14/09,NIST,AC-17.1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
36,CCI-000063,DISA FSO,The organization defines allowed methods of remote access to the information system.,,,9/14/09,NIST,AC-17 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
36,CCI-000063,DISA FSO,The organization defines allowed methods of remote access to the information system.,,,9/14/09,,,,,,draft,policy,5/14/14,5/14/14
37,CCI-000064,DISA FSO,The organization establishes usage restrictions and implementation guidance for each allowed remote access method.,,,5/19/09,NIST,AC-17 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
37,CCI-000064,DISA FSO,The organization establishes usage restrictions and implementation guidance for each allowed remote access method.,,,5/19/09,NIST,AC-17.1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
37,CCI-000064,DISA FSO,The organization establishes usage restrictions and implementation guidance for each allowed remote access method.,,,5/19/09,,,,,,draft,policy,5/14/14,5/14/14
38,CCI-000065,DISA FSO,The organization authorizes remote access to the information system prior to allowing such connections.,,,9/14/09,NIST,AC-17 d,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
38,CCI-000065,DISA FSO,The organization authorizes remote access to the information system prior to allowing such connections.,,,9/14/09,NIST,AC-17.1 (iv),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
38,CCI-000065,DISA FSO,The organization authorizes remote access to the information system prior to allowing such connections.,,,9/14/09,NIST,AC-17 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
38,CCI-000065,DISA FSO,The organization authorizes remote access to the information system prior to allowing such connections.,,,9/14/09,,,,,,draft,policy,5/14/14,5/14/14
39,CCI-000066,DISA FSO,The organization enforces requirements for remote connections to the information system.,,,9/14/09,NIST,AC-17 e,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
39,CCI-000066,DISA FSO,The organization enforces requirements for remote connections to the information system.,,,9/14/09,NIST,AC-17.1 (v),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
39,CCI-000066,DISA FSO,The organization enforces requirements for remote connections to the information system.,,,9/14/09,,,,,,draft,technical,5/14/14,5/14/14
40,CCI-000067,DISA FSO,The information system monitors remote access methods.,,,9/14/09,NIST,AC-17 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
40,CCI-000067,DISA FSO,The information system monitors remote access methods.,,,9/14/09,NIST,AC-17 (1).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
40,CCI-000067,DISA FSO,The information system monitors remote access methods.,,,9/14/09,NIST,AC-17 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
40,CCI-000067,DISA FSO,The information system monitors remote access methods.,,,9/14/09,,,,,,draft,technical,5/14/14,5/14/14
41,CCI-000068,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.,,,9/14/09,NIST,AC-17 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
41,CCI-000068,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.,,,9/14/09,NIST,AC-17 (2).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
41,CCI-000068,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.,,,9/14/09,NIST,AC-17 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
41,CCI-000068,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.,,,9/14/09,,,,,,draft,technical,5/14/14,5/14/14
42,CCI-000069,DISA FSO,The information system routes all remote accesses through an organization-defined number of managed network access control points.,,,5/19/09,NIST,AC-17 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
42,CCI-000069,DISA FSO,The information system routes all remote accesses through an organization-defined number of managed network access control points.,,,5/19/09,NIST,AC-17 (3).1 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
42,CCI-000069,DISA FSO,The information system routes all remote accesses through an organization-defined number of managed network access control points.,,,5/19/09,NIST,AC-17 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
42,CCI-000069,DISA FSO,The information system routes all remote accesses through an organization-defined number of managed network access control points.,,,5/19/09,,,,,,draft,policy,5/14/14,5/14/14
43,CCI-000070,DISA FSO,The organization authorizes the execution of privileged commands via remote access only for organization-defined needs.,,,5/19/09,NIST,AC-17 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
